河北综合,#genre#
生活时尚,http://www.biaozhun114.com/dl/dl666/gsyd.php?6358
纪实人文,http://www.biaozhun114.com/dl/dl666/gsyd.php?6174
法治天地,http://www.biaozhun114.com/dl/dl666/gsyd.php?5627
游戏风云,http://www.biaozhun114.com/dl/dl666/gsyd.php?6187
哈哈炫动,http://www.biaozhun114.com/dl/dl666/gsyd.php?6618
动漫秀场,http://www.biaozhun114.com/dl/dl666/gsyd.php?6197
东方财*,http://www.biaozhun114.com/dl/dl666/gsyd.php?6602
甘肃都市,http://www.biaozhun114.com/dl/dl666/gsyd.php?6248
甘肃经济,http://www.biaozhun114.com/dl/dl666/gsyd.php?6252
甘肃文化影视,http://www.biaozhun114.com/dl/dl666/gsyd.php?6287
甘肃少儿,http://www.biaozhun114.com/dl/dl666/gsyd.php?6289
甘肃公共应急,http://www.biaozhun114.com/dl/dl666/gsyd.php?6250
兰州新闻综合,http://www.biaozhun114.com/dl/dl666/gsyd.php?6242
兰州生活经济,http://www.biaozhun114.com/dl/dl666/gsyd.php?6285
兰州文旅频道,http://www.biaozhun114.com/dl/dl666/gsyd.php?6597
咪咕综合体育,http://www.biaozhun114.com/dl/dl666/gsyd.php?6504
咪咕精彩足球,http://www.biaozhun114.com/dl/dl666/gsyd.php?6506
咪咕精彩足球,http://www.biaozhun114.com/dl/dl666/gsyd.php?6508

北京冬奥纪实,http://39.134.66.66/PLTV/88888888/224/3221225670/index.m3u8
北京卡酷少儿,http://39.134.66.66/PLTV/88888888/224/3221225562/index.m3u8
北京卫视,http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8
重庆卫视,http://39.134.66.66/PLTV/88888888/224/3221225502/index.m3u8
大庆公共,http://39.134.66.66/PLTV/88888888/224/3221225734/index.m3u8
大庆新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225736/index.m3u8
东方卫视,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
东南卫视,http://39.134.66.66/PLTV/88888888/224/3221225500/index.m3u8
甘肃卫视,http://39.134.66.66/PLTV/88888888/224/3221225584/index.m3u8
贵州卫视,http://39.134.66.66/PLTV/88888888/224/3221225576/index.m3u8
哈尔滨生活,http://39.134.66.66/PLTV/88888888/224/3221225698/index.m3u8
哈尔滨新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225684/index.m3u8
哈尔滨影视,http://39.134.66.66/PLTV/88888888/224/3221225700/index.m3u8
哈尔滨娱乐,http://39.134.66.66/PLTV/88888888/224/3221225699/index.m3u8
哈尔滨资讯,http://39.134.66.66/PLTV/88888888/224/3221225697/index.m3u8
海南卫视,http://39.134.66.66/PLTV/88888888/224/3221225530/index.m3u8
河北卫视,http://39.134.66.66/PLTV/88888888/224/3221225495/index.m3u8
鹤岗公共,http://39.134.66.66/PLTV/88888888/224/3221225787/index.m3u8
鹤岗新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225785/index.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225681/index.m3u8
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖南金鹰卡通,http://39.134.66.66/PLTV/88888888/224/3221225561/index.m3u8
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
江苏好享购物,http://39.134.66.66/PLTV/88888888/224/3221225695/index.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏优漫卡通,http://39.134.66.66/PLTV/88888888/224/3221225556/index.m3u8
辽宁卫视,http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8
咪咕视频1,http://39.134.66.66/PLTV/88888888/224/3221225643/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225648/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225639/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225652/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225647/index.m3u8
咪咕视频6,http://39.134.66.66/PLTV/88888888/224/3221225645/index.m3u8
咪咕视频7,http://39.134.66.66/PLTV/88888888/224/3221225650/index.m3u8
咪咕视频8,http://39.134.66.66/PLTV/88888888/224/3221225641/index.m3u8
咪咕视频9,http://39.134.66.66/PLTV/88888888/224/3221225617/index.m3u8
咪咕视频10,http://39.134.66.66/PLTV/88888888/224/3221225651/index.m3u8
咪咕视频11,http://39.134.66.66/PLTV/88888888/224/3221225619/index.m3u8
咪咕视频12,http://39.134.66.66/PLTV/88888888/224/3221225611/index.m3u8
咪咕视频13,http://39.134.66.66/PLTV/88888888/224/3221225649/index.m3u8
咪咕视频14,http://39.134.66.66/PLTV/88888888/224/3221225620/index.m3u8
咪咕视频15,http://39.134.66.66/PLTV/88888888/224/3221225613/index.m3u8
咪咕视频16,http://39.134.66.66/PLTV/88888888/224/3221225658/index.m3u8
咪咕视频8M1,http://39.134.66.66/PLTV/88888888/224/3221225762/index.m3u8
咪咕视频8M2,http://39.134.66.66/PLTV/88888888/224/3221225749/index.m3u8
咪咕视频8M3,http://39.134.66.66/PLTV/88888888/224/3221225758/index.m3u8
咪咕视频8M4,http://39.134.66.66/PLTV/88888888/224/3221225764/index.m3u8
咪咕视频8M5,http://39.134.66.66/PLTV/88888888/224/3221225747/index.m3u8
咪咕视频8M6,http://39.134.66.66/PLTV/88888888/224/3221225766/index.m3u8
咪咕视频8M7,http://39.134.66.66/PLTV/88888888/224/3221225760/index.m3u8
咪咕视频8M8,http://39.134.66.66/PLTV/88888888/224/3221225756/index.m3u8
咪咕视频8M9,http://39.134.66.66/PLTV/88888888/224/3221225745/index.m3u8
咪咕视频8M10,http://39.134.66.66/PLTV/88888888/224/3221225735/index.m3u8
咪咕视频8M11,http://39.134.66.66/PLTV/88888888/224/3221225741/index.m3u8
咪咕视频8M12,http://39.134.66.66/PLTV/88888888/224/3221225739/index.m3u8
咪咕视频8M13,http://39.134.66.66/PLTV/88888888/224/3221225654/index.m3u8
咪咕视频 30M2160HDR,http://39.134.66.66/PLTV/88888888/224/3221225655/index.m3u8
咪咕直播,http://39.134.66.66/PLTV/88888888/224/3221225782/index.m3u8
内蒙古卫视,http://39.134.66.66/PLTV/88888888/224/3221225577/index.m3u8
宁夏卫视,http://39.134.66.66/PLTV/88888888/224/3221225579/index.m3u8
七台河公共,http://39.134.66.66/PLTV/88888888/224/3221225800/index.m3u8
青海安多卫视,http://39.134.66.66/PLTV/88888888/224/3221225531/index.m3u8
青海卫视,http://39.134.66.66/PLTV/88888888/224/3221225573/index.m3u8
求索动物8M,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索纪录8M,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索科学8M,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索生活8M,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
山东教育卫视,http://39.134.66.66/PLTV/88888888/224/3221225558/index.m3u8
山西卫视,http://39.134.66.66/PLTV/88888888/224/3221225496/index.m3u8
陕西卫视,http://39.134.66.66/PLTV/88888888/224/3221225567/index.m3u8
上海哈哈炫动,http://39.134.66.66/PLTV/88888888/224/3221225534/index.m3u8
上海纪实人文,http://39.134.66.66/PLTV/88888888/224/3221225673/index.m3u8
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
四川康巴卫视,http://39.134.66.66/PLTV/88888888/224/3221225527/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
西藏卫视,http://39.134.66.66/PLTV/88888888/224/3221225570/index.m3u8
新疆卫视,http://39.134.66.66/PLTV/88888888/224/3221225582/index.m3u8
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
中国教育1,http://39.134.66.66/PLTV/88888888/224/3221225563/index.m3u8

NewTV,#genre#

NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV动作电影,http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
NewTV金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
NewTV惊悚悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NewTV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV明星大片,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8

北京移动,#genre#
CCTV-1 综合[高清],http://117.133.95.90:8887/rtp/228.1.1.28:8008
CCTV-2 财经[高清],http://117.133.95.90:8887/rtp/228.1.1.24:8084
CCTV-3 综艺[高清],http://117.133.95.90:8887/rtp/228.1.1.191:8002
CCTV-4 中文国际[高清],http://117.133.95.90:8887/rtp/228.1.1.25:8092
CCTV-4 中文国际 欧洲[高清],http://117.133.95.90:8887/rtp/228.1.1.213:4220
CCTV-4 中文国际 美洲[高清],http://117.133.95.90:8887/rtp/228.1.1.203:4220
CCTV-5 体育[高清],http://117.133.95.90:8887/rtp/228.1.1.192:8002
CCTV-5+ 体育赛事[高清],http://117.133.95.90:8887/rtp/228.1.1.23:8004
CCTV-6 电影[高清],http://117.133.95.90:8887/rtp/228.1.1.193:8002
CCTV-7 国防军事[高清],http://117.133.95.90:8887/rtp/228.1.1.26:8104
CCTV-8 电视剧[高清],http://117.133.95.90:8887/rtp/228.1.1.194:8002
CCTV-9 纪录[高清],http://117.133.95.90:8887/rtp/228.1.1.27:8112
CCTV-10 科教[高清],http://117.133.95.90:8887/rtp/228.1.1.29:8116
CCTV-11 戏曲[高清],http://117.133.95.90:8887/rtp/228.1.1.182:8120
CCTV-12 社会与法[高清],http://117.133.95.90:8887/rtp/228.1.1.30:8124
CCTV-13 新闻[高清],http://117.133.95.90:8887/rtp/228.1.1.212:8128
CCTV-14 少儿[高清],http://117.133.95.90:8887/rtp/228.1.1.31:8132
CCTV-15 音乐[高清],http://117.133.95.90:8887/rtp/228.1.1.183:8136
CCTV-16 奥林匹克[超清HDR],# http://117.133.95.90:8887/rtp/228.1.1.218:8002
CCTV-16 奥林匹克[高清],# http://117.133.95.90:8887/rtp/228.1.1.215:8002
CCTV-16 奥林匹克[超清][非官方],http://gslbserv.itv.cmvideo.cn:80/5000000008000023254/index.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3
CCTV-17 农业农村[高清],http://117.133.95.90:8887/rtp/228.1.1.181:8144
CCTV 4K超高清[超清HDR][非官方],# #EXTINF:-1 tvg-name="凤凰中文"凤凰卫视中文[非官方]
凤凰卫视资讯[非官方],# https://pull-l3-cny.douyincdn.com/live/YesLiveTV-63134406-69d7-436b-986a-9bd696d4e2cb.flv
爱上4K[超清],http://117.133.95.90:8887/rtp/228.1.1.38:2000
4K超清[超清],http://117.133.95.90:8887/rtp/228.1.1.123:8001
4K电影[超清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
淘电影[高清],http://117.133.95.90:8887/rtp/228.1.1.124:8001
每日影院[高清],# http://117.133.95.90:8887/rtp/228.1.1.120:8002
黑莓电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000019624/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019624&livemode=1&stbId=3
爱院线[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
动作电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/index.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3
Hot欧美影院[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/2000000004000000005/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000005&livemode=1&stbId=3
Hot亚洲影院[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/2000000004000000006/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000006&livemode=1&stbId=3
NewTV超级电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000003000012426/index.m3u8?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=3
NewTV动作电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/index.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3
NewTV惊悚悬疑[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3
星影,http://117.133.95.90:8887/rtp/228.1.1.175:4120
动作影院,http://117.133.95.90:8887/rtp/228.1.1.173:4120
光影,http://117.133.95.90:8887/rtp/228.1.1.165:4120
喜剧影院,http://117.133.95.90:8887/rtp/228.1.1.172:4120
家庭影院,http://117.133.95.90:8887/rtp/228.1.1.174:4120
精选,http://117.133.95.90:8887/rtp/228.1.1.155:4120
经典电影,http://117.133.95.90:8887/rtp/228.1.1.89:9024
纪实人文[高清],http://117.133.95.90:8887/rtp/228.1.1.20:8060
金鹰纪实[高清],http://117.133.95.90:8887/rtp/228.1.1.34:8156
全纪实[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/5000000006000040025/index.m3u8?channel-id=bestzb&Contentid=5000000006000040025&livemode=1&stbId=3
求索纪录[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索科学[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索动物[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
爱科学[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
爱旅行[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
精品记录[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000013730/index.m3u8?channel-id=ystenlive&Contentid=1000000004000013730&livemode=1&stbId=3
风尚生活[高清],#EXTINF:-1 tvg-name="该频道节目单尚无"地理
淘剧场[高清],http://117.133.95.90:8887/rtp/228.1.1.126:8001
幸福剧场[高清],#EXTINF:-1 tvg-name="该频道节目单尚无"淘娱乐[高清]
幸福娱乐[高清],#EXTINF:-1 tvg-name="该频道节目单尚无"淘Baby[高清]
BRTV北京卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.115:8000
BRTV新闻[高清],http://117.133.95.90:8887/rtp/228.1.1.189:8000
BRTV影视[高清],http://117.133.95.90:8887/rtp/228.1.1.190:8000
BRTV文艺[高清],http://117.133.95.90:8887/rtp/228.1.1.116:8000
BRTV财经[高清],http://117.133.95.90:8887/rtp/228.1.1.197:8000
BRTV生活[高清],http://117.133.95.90:8887/rtp/228.1.1.198:8000
BRTV青年[高清],# http://117.133.95.90:8887/rtp/228.1.1.199:8000
BRTV纪实科教[高清],http://117.133.95.90:8887/rtp/228.1.1.196:8000
BRTV卡酷少儿[高清],http://117.133.95.90:8887/rtp/228.1.1.195:8000
BRTV体育休闲[高清],http://117.133.95.90:8887/rtp/228.1.1.117:8000
BRTV国际频道[高清],http://117.133.95.90:8887/rtp/228.1.1.111:8000
BRTV 8K[高清],# http://117.133.95.90:8887/rtp/228.1.1.217:8002
萌宠TV[高清],http://117.133.95.90:8887/rtp/228.1.1.135:8002
湖南卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.33:8012
东方卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.39:8032
浙江卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.13:8036
江苏卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.37:8028
深圳卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.36:8020
广东卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.17:8048
安徽卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.21:8064
天津卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.15:1234
重庆卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.210:8160
山东卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.18:8052
黑龙江卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.35:8016
河北卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.187:8072
辽宁卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.19:8056
湖北卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.16:8044
吉林卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.214:8172
贵州卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.188:8076
东南卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.185:8148
江西卫视[高清],http://117.133.95.90:8887/rtp/228.1.1.211:8164
海南卫视,http://117.133.95.90:8887/rtp/228.1.1.81:8304
云南卫视,http://117.133.95.90:8887/rtp/228.1.1.44:8108
兵团卫视,http://117.133.95.90:8887/rtp/228.1.1.177:4120
厦门卫视,http://117.133.95.90:8887/rtp/228.1.1.176:4120
四川卫视,http://117.133.95.90:8887/rtp/228.1.1.77:8288
大湾区卫视,http://117.133.95.90:8887/rtp/228.1.1.142:8002
宁夏卫视,http://117.133.95.90:8887/rtp/228.1.1.49:8124
山西卫视,http://117.133.95.90:8887/rtp/228.1.1.58:8172
广西卫视,http://117.133.95.90:8887/rtp/228.1.1.80:8300
新疆卫视,http://117.133.95.90:8887/rtp/228.1.1.56:8160
河南卫视,http://117.133.95.90:8887/rtp/228.1.1.50:8128
甘肃卫视,http://117.133.95.90:8887/rtp/228.1.1.61:8188
西藏卫视,http://117.133.95.90:8887/rtp/228.1.1.57:8164
三沙卫视,http://117.133.95.90:8887/rtp/228.1.1.186:4120
陕西卫视,http://117.133.95.90:8887/rtp/228.1.1.53:8140
青海卫视,http://117.133.95.90:8887/rtp/228.1.1.60:8184
内蒙古卫视,http://117.133.95.90:8887/rtp/228.1.1.59:8176
中国交通[高清],http://117.133.95.90:8887/rtp/228.1.1.222:8002
朝阳融媒[高清],http://117.133.95.90:8887/rtp/228.1.1.140:8001
通州融媒[高清],# #EXTINF:-1 tvg-name="该频道节目单尚无"密云电视台[高清]
房山电视台[高清],http://117.133.95.90:8887/rtp/228.1.1.139:8001
延庆电视台,http://117.133.95.90:8887/rtp/228.1.1.219:8002
CGTN 新闻[高清],http://117.133.95.90:8887/rtp/228.1.1.204:4220
CGTN 记录[高清],http://117.133.95.90:8887/rtp/228.1.1.205:4220
CGTN 西班牙语[高清],http://117.133.95.90:8887/rtp/228.1.1.206:4220
CGTN 法语[高清],http://117.133.95.90:8887/rtp/228.1.1.207:4220
CGTN 阿拉伯语[高清],http://117.133.95.90:8887/rtp/228.1.1.208:4220
CGTN 俄语[高清],http://117.133.95.90:8887/rtp/228.1.1.209:4220
睛彩竞技[高清],http://117.133.95.90:8887/rtp/228.1.1.223:8002
睛彩篮球[高清],http://117.133.95.90:8887/rtp/228.1.1.224:8002
睛彩羽毛球[高清],http://117.133.95.90:8887/rtp/228.1.1.225:8002
睛彩广场舞[高清],http://117.133.95.90:8887/rtp/228.1.1.226:8002
茶频道[高清],http://117.133.95.90:8887/rtp/228.1.1.145:8002
体育赛事[高清],#EXTINF:-1 tvg-name="该频道节目单尚无"淘精彩[高清]
快乐垂钓[高清],http://117.133.95.90:8887/rtp/228.1.1.144:8002
大健康[高清],http://117.133.95.90:8887/rtp/228.1.1.125:8001
CETV1[高清],http://117.133.95.90:8887/rtp/228.1.1.32:8152
CETV2,http://117.133.95.90:8887/rtp/228.1.1.97:4120
CETV3,http://117.133.95.90:8887/rtp/228.1.1.98:4120
CETV4,http://117.133.95.90:8887/rtp/228.1.1.99:4120
少儿动画,http://117.133.95.90:8887/rtp/228.1.1.83:9000
热播剧场,http://117.133.95.90:8887/rtp/228.1.1.88:9020
解密,http://117.133.95.90:8887/rtp/228.1.1.156:4120
军事,http://117.133.95.90:8887/rtp/228.1.1.157:4120
军旅剧场,http://117.133.95.90:8887/rtp/228.1.1.149:4120
动画,http://117.133.95.90:8887/rtp/228.1.1.161:4120
古装剧场,http://117.133.95.90:8887/rtp/228.1.1.150:4120
台球,http://117.133.95.90:8887/rtp/228.1.1.166:4120
嘉佳卡通,http://117.133.95.90:8887/rtp/228.1.1.93:9268
国学,http://117.133.95.90:8887/rtp/228.1.1.158:4120
城市剧场,http://117.133.95.90:8887/rtp/228.1.1.148:4120
墨宝,http://117.133.95.90:8887/rtp/228.1.1.164:4120
好学生,http://117.133.95.90:8887/rtp/228.1.1.162:4120
山东教育,http://117.133.95.90:8887/rtp/228.1.1.96:4120
戏曲,http://117.133.95.90:8887/rtp/228.1.1.159:4120
收视指南,http://117.133.95.90:8887/rtp/228.1.1.108:8012
早教,http://117.133.95.90:8887/rtp/228.1.1.160:4120
武侠剧场,http://117.133.95.90:8887/rtp/228.1.1.171:4120
武术,http://117.133.95.90:8887/rtp/228.1.1.168:4120
爱生活,http://117.133.95.90:8887/rtp/228.1.1.167:4120
美人,http://117.133.95.90:8887/rtp/228.1.1.154:4120
美妆,http://117.133.95.90:8887/rtp/228.1.1.153:4120
财富天下,http://117.133.95.90:8887/rtp/228.1.1.90:9136
足球,http://117.133.95.90:8887/rtp/228.1.1.170:4120
金鹰卡通,http://117.133.95.90:8887/rtp/228.1.1.92:9252
鉴赏,http://117.133.95.90:8887/rtp/228.1.1.163:4120
音乐现场,http://117.133.95.90:8887/rtp/228.1.1.151:4120
高网,http://117.133.95.90:8887/rtp/228.1.1.169:4120
魅力时尚,http://117.133.95.90:8887/rtp/228.1.1.86:9012

河北电信央视,#genre#

CCTV1,http://124.237.153.101:8888/udp/239.254.200.45:8008
CCTV2,http://124.237.153.101:8888/udp/239.254.200.158:6000
CCTV3,http://124.237.153.101:8888/udp/239.254.200.13:6000
CCTV3,http://124.237.153.101:8888/udp/239.254.201.152:7205
CCTV4,http://124.237.153.101:8888/udp/239.254.200.190:6307
CCTV4美洲,http://124.237.153.101:8888/udp/239.254.201.206:4220
CCTV4欧洲,http://124.237.153.101:8888/udp/239.254.201.205:4220
CCTV5,http://124.237.153.101:8888/udp/239.254.200.14:6000
CCTV5,http://124.237.153.101:8888/udp/239.254.201.153:7206
CCTV5＋,http://124.237.153.101:8888/udp/239.254.200.46:8004
CCTV6,http://124.237.153.101:8888/udp/239.254.200.15:6000
CCTV6,http://124.237.153.101:8888/udp/239.254.201.154:7207
CCTV7,http://124.237.153.101:8888/udp/239.254.200.159:6000
CCTV8,http://124.237.153.101:8888/udp/239.254.200.16:6000
CCTV8,http://124.237.153.101:8888/udp/239.254.201.155:7208
CCTV9,http://124.237.153.101:8888/udp/239.254.200.59:8112
CCTV10,http://124.237.153.101:8888/udp/239.254.200.160:6000
CCTV11,http://124.237.153.101:8888/udp/239.254.201.123:8120
CCTV11,http://124.237.153.101:8888/udp/239.254.200.7:8040
CCTV12,http://124.237.153.101:8888/udp/239.254.200.161:6000
CCTV13,http://124.237.153.101:8888/udp/239.254.200.9:8264
CCTV14,http://124.237.153.101:8888/udp/239.254.200.162:6000
CCTV15,http://124.237.153.101:8888/udp/239.254.201.124:8136
CCTV16,http://124.237.153.101:8888/udp/239.254.200.
CCTV16-4K,http://124.237.153.101:8888/udp/239.254.201.
CCTV17,http://124.237.153.101:8888/udp/239.254.201.120:8144
CCTV-4k直播,http://124.237.153.101:8888/udp/239.254.200.243:6000
CCTV兵器科技,http://124.237.153.101:8888/udp/239.254.200.101:6235
CCTV兵器科技高清,http://124.237.153.101:8888/udp/239.254.201.225:7249
CCTV第一剧场,http://124.237.153.101:8888/udp/239.254.200.93:6227
CCTV第一剧场高清,http://124.237.153.101:8888/udp/239.254.201.218:7258
CCTV电视指南,http://124.237.153.101:8888/udp/239.254.200.142:6256
CCTV电视指南高清,http://124.237.153.101:8888/udp/239.254.201.217:7250
CCTV风云剧场,http://124.237.153.101:8888/udp/239.254.200.94:6228
CCTV风云剧场高清,http://124.237.153.101:8888/udp/239.254.201.219:7257
CCTV风云音乐,http://124.237.153.101:8888/udp/239.254.200.96:6230
CCTV风云音乐高清,http://124.237.153.101:8888/udp/239.254.201.221:7259
CCTV风云足球,http://124.237.153.101:8888/udp/239.254.200.97:6231
CCTV风云足球高清,http://124.237.153.101:8888/udp/239.254.201.222:7251
CCTV高尔夫网球,http://124.237.153.101:8888/udp/239.254.200.98:6232
CCTV高尔夫网球高清,http://124.237.153.101:8888/udp/239.254.201.223:7252
CCTV怀旧剧场,http://124.237.153.101:8888/udp/239.254.200.95:6229
CCTV怀旧剧场高清,http://124.237.153.101:8888/udp/239.254.201.220:7256
CCTV女性时尚,http://124.237.153.101:8888/udp/239.254.200.110:6241
CCTV女性时尚高清,http://124.237.153.101:8888/udp/239.254.201.228:7255
CCTV世界地理,http://124.237.153.101:8888/udp/239.254.200.102:6236
CCTV世界地理高清,http://124.237.153.101:8888/udp/239.254.201.226:7254
CCTV文化精品,http://124.237.153.101:8888/udp/239.254.200.111:6251
CCTV文化精品高清,http://124.237.153.101:8888/udp/239.254.201.229:7260
CCTV央广购物,http://124.237.153.101:8888/udp/239.254.201.202:7268
CCTV央视台球,http://124.237.153.101:8888/udp/239.254.201.171:7176
CETV1高清,http://124.237.153.101:8888/udp/239.254.200.225:6259
CETV2,http://124.237.153.101:8888/udp/239.254.200.226:6260
CETV4,http://124.237.153.101:8888/udp/239.254.200.227:6261
CGTN,http://124.237.153.101:8888/udp/239.254.200.12:8056
CGTN 阿拉伯语,http://124.237.153.101:8888/udp/239.254.201.211:4220
CGTN 俄语,http://124.237.153.101:8888/udp/239.254.201.212:4220
CGTN 法语,http://124.237.153.101:8888/udp/239.254.201.210:4220
CGTN 西班牙语,http://124.237.153.101:8888/udp/239.254.201.209:4220
